movie_id,title,original_title,release_date,budget,revenue,vote_average,runtime,release_year,release_month,director_id,director_original_name,cast_ids,cast_original_names
670,올드보이,올드보이,2003-11-21,3000000,17500000,8.252,120,2003.0,11.0,10099,박찬욱,64880|10112|1299317|77182|77180,최민식|유지태|강혜정|김병옥|지대한
1255,괴물,괴물,2006-07-27,11000000,88489643,6.98,119,2006.0,7.0,21684,봉준호,20738|116180|21687|21688|21689,송강호|변희봉|박해일|배두나|고아성
1963,활,활,2005-05-12,950000,2032404,6.921,88,2005.0,5.0,1188,김기덕,16262|20265|20263|20264|2463806,Han Yeo-reum|전성환|서지석|전국환|김익태
2015,밀양,밀양,2007-05-23,2900000,11581469,7.193,142,2007.0,5.0,96657,이창동,20737|20738|96467|2775961|135850,전도연|송강호|조영진|선정엽|김영재
4550,친절한 금자씨,친절한 금자씨,2005-07-29,0,23803308,7.531,112,2005.0,7.0,10099,박찬욱,25001|64880|1117876|1255409|1299277,이영애|최민식|Kwon Yea-young|김시후|남일우
5488,싸이보그지만 괜찮아,싸이보그지만 괜찮아,2006-12-07,0,4354510,7.025,105,2006.0,12.0,10099,박찬욱,37940|112013|77188|3696482|3697681,임수정|비|오달수|Lee Yeong-mi|김춘기
8652,비몽,비몽,2008-10-09,0,0,6.6,95,2008.0,10.0,1188,김기덕,63694|123408|1145852|118694|1232910,オダギリジョー|이나영|박지아|진태현|장미희
8938,도쿄!,TOKYO!,2008-08-16,0,1133863,6.9,112,2008.0,8.0,21684,봉준호,84029|33517|9707|58604|80108,藤谷文子|加瀬亮|伊藤歩|大森南朋|妻夫木聡
10039,연리지,연리지,2006-04-13,0,0,6.7,105,2006.0,4.0,62335,Kim Seong-jung,62333|1307322|62332|75914|62336,최지우|조한선|최성국|서영희|진희경
10253,디 워,디 워,2007-08-01,32000000,75108998,4.525,92,2007.0,8.0,64331,심형래,20386|64341|5694|64342|56457,Jason Behr|Amanda Brooks|Robert Forster|Craig Robinson|Aimee Garcia
10259,로망스,로망스,2006-03-16,0,0,5.5,106,2006.0,3.0,64452,문승욱,64453|64456|64455|64454|141541,조재현|김지수|장현성|기주봉|윤제문
11344,달콤한 인생,달콤한 인생,2005-04-01,0,7600000,7.447,120,2005.0,4.0,69081,김지운,25002|69080|116175|69379|125734,이병헌|김영철|신민아|김뢰하|이기영
11658,태극기 휘날리며,태극기 휘날리며,2004-02-05,1500000,0,7.993,148,2004.0,2.0,64883,강제규,16962|70336|70337|70338|1432841,장동건|원빈|이은주|공형진|이영란
13311,홀리데이,홀리데이,2006-01-19,0,0,6.4,120,2006.0,1.0,87086,양윤호,139515|127798|87786|16264|79579,이성재|최민수|장세진|이얼|문영동
13407,파랑주의보,파랑주의보,2005-12-22,0,0,6.6,95,2005.0,12.0,74422,전윤수,74421|63442|566367|93252|939138,송혜교|차태현|이순재|김해숙|송창의
13855,추격자,추격자,2008-02-14,2600000,0,7.749,123,2008.0,2.0,75915,나홍진,75912|75913|75914|140335|240082,김윤석|하정우|서영희|김유정|정인기
14763,무영검,무영검,2005-11-18,0,3868257,6.235,104,2005.0,11.0,83628,Kim Young-jun,77282|77281|77283|77280|139493,이서진|윤소이|Lee Ki-Yong|신현준|박성웅
14968,웰컴 투 동막골,웰컴 투 동막골,2005-08-04,8000000,33579813,7.445,133,2005.0,8.0,117370,박광현,83682|25004|1299317|117378|239927,정재영|신하균|강혜정|Steve Taschler|임하룡
15067,"좋은 놈, 나쁜 놈, 이상한 놈","좋은 놈, 나쁜 놈, 이상한 놈",2008-07-16,10000000,0,7.2,139,2008.0,7.0,69081,김지운,20738|25002|17120|141541|1243892,송강호|이병헌|정우성|윤제문|류승수
15286,마린보이,마린보이,2009-02-05,0,3923970,5.6,118,2009.0,2.0,84749,Yoon Jong-seok,84751|64453|84752|139507|2158882,김강우|조재현|박시연|김준배|장혜진
16882,GP506,GP506,2008-04-03,0,0,5.5,121,2008.0,4.0,79565,공수창,87090|1226340|80984|80985|2071289,천호진|조현재|이영훈|이정헌|Yu Tae-seong
17593,영화는 영화다,영화는 영화다,2008-09-11,0,0,6.9,112,2008.0,9.0,148747,장훈,932821|83015|1235477|150697|123824,소지섭|강지환|홍수현|고창석|공정환
17693,가벼운 잠,가벼운 잠,2008-10-23,0,0,6.6,93,2008.0,10.0,1420765,Seo Min-yeong,1102252|1499975|125732|1299269|240082,Lee Ah-jin|Hong Ah-reum|임형국|Park In-Soo|정인기
17903,쌍화점,쌍화점,2008-12-30,10000000,18980744,6.899,132,2008.0,12.0,1294627,유하,127564|17122|85174|105612|1256497,조인성|주진모|송지효|Shim Ji-ho|서영주
18374,7급 공무원,7급 공무원,2009-04-04,0,0,6.214,112,2009.0,4.0,83016,신태라,83012|83015|227638|93996|109060,김하늘|강지환|류승룡|장영남|강신일
18377,미녀는 괴로워,미녀는 괴로워,2006-12-14,4000000,0,6.8,120,2006.0,12.0,84969,김용화,17122|84973|1020859|1335771|1305674,주진모|김아중|성동일|김현숙|임현식
18383,청춘만화,청춘만화,2006-03-26,0,0,6.1,116,2006.0,3.0,83030,이한,83012|1233094|83033|1254391|1193410,김하늘|권상우|장미인애|이상우|박지빈
18384,과속스캔들,과속스캔들,2008-12-03,0,0,7.183,108,2008.0,12.0,84976,강형철,63442|83036|2539461|462583|123339,차태현|박보영|Wang Seok-hyeon|황우슬혜|임지규
18422,새드무비,새드무비,2005-10-20,0,0,6.6,108,2005.0,10.0,589760,Kwon Jong-kwan,17120|37940|63442|570899|37939,정우성|임수정|차태현|손태영|염정아
18426,데이지,데이지,2006-03-09,0,0,7.151,110,2006.0,3.0,65994,劉偉強,63436|17120|139515|87090|65986,전지현|정우성|이성재|천호진|姜大衛
18431,우리 생애 최고의 순간,우리 생애 최고의 순간,2008-01-10,0,0,6.6,124,2008.0,1.0,120643,임순례,83122|83123|1238415|231477|1080933,문소리|김정은|엄태웅|김지영|조은지
18438,김씨 표류기,김씨 표류기,2009-05-14,0,0,7.94,116,2009.0,5.0,108536,이해준,83682|108535|1253449|2125944|463583,정재영|정려원|양미경|이상훈|장소연
18464,6년째 연애중,6년째 연애중,2008-02-05,0,0,6.231,112,2008.0,2.0,83153,박현진,83012|1257592|1335825|145363|39258,김하늘|윤계상|신성록|김혜옥|이대연
18514,두번째 사랑,두번째 사랑,2007-06-20,3500000,689473,6.6,90,2007.0,6.0,145359,Gina Kim,21657|75913|145360|145362|54124,Vera Farmiga|하정우|David Lee McInnis|Shirley Roeca|Marceline Hugot
18526,바보,바보,2008-02-28,0,0,6.727,99,2008.0,2.0,125729,Kim Jeong-kwon,63442|83220|93999|125730|125731,차태현|하지원|박희순|박하선|박그리나
18791,핸드폰,핸드폰,2009-02-19,0,0,6.5,137,2009.0,2.0,1049134,김한민,1238415|17124|1243890|1137386|1137388,엄태웅|박용우|박솔미|Hwang Bo-yeon|Lee Se-na
19482,멋진 하루,멋진 하루,2008-09-25,0,0,6.8,123,2008.0,9.0,84722,이윤기,20737|75913|145363|1101373|564862,전도연|하정우|김혜옥|오지은|최일화
19529,작전,작전,2009-02-12,0,0,5.7,119,2009.0,2.0,3192063,이호재,84784|84786|93999|84788|124493,박용하|김민정|박희순|김무열|Jun Kim
19591,구세주,구세주,2006-02-16,0,0,5.8,104,2006.0,2.0,84860,Jeong-woo Kim,62332|87762|138518|1244963|1764522,최성국|신이|백일섭|박원숙|조상기
19609,투사부일체,투사부일체,2006-01-19,0,30585589,5.3,124,2006.0,1.0,1539147,Kim Dong-won,84854|112785|84856|84910|125689,정준호|정웅인|정운택|김상중|Kang Sung-pil
19613,유감스러운 도시,유감스러운 도시,2009-01-22,0,7545744,5.1,121,2009.0,1.0,1539147,Kim Dong-won,84854|112785|84856|1458368|84910,정준호|정웅인|정운택|한고은|김상중
19627,무림여대생,무림여대생,2008-06-26,7000000,162256,6.519,118,2008.0,6.0,63429,곽재용,84980|116175|1046709|63444|63440,온주완|신민아|유건|정호빈|임예진
19886,다찌마와 리: 악인이여 지옥행 급행열차를 타라,다찌마와 리: 악인이여 지옥행 급행열차를 타라,2008-08-13,0,0,5.7,99,2008.0,8.0,86325,류승완,1004565|126881|84752|1239675|88876,임원희|공효진|박시연|황보라|류승범
20605,짝패,짝패,2006-05-25,2700000,0,6.575,92,2006.0,5.0,86325,류승완,77058|86325|86330|17127|86329,정두홍|류승완|이범수|정석용|안길강
20969,작업의 정석,작업의 정석,2005-12-21,0,0,6.0,100,2005.0,12.0,117498,Oh Ki-hwan,86889|86887|138504|572172|2804996,손예진|송일국|안선영|우현|정성일
21647,색즉시공 시즌 2,색즉시공 시즌 2,2007-12-12,0,0,5.783,115,2007.0,12.0,87759,Yoon Tae-yoon,87540|85174|62332|87762|1257610,임창정|송지효|최성국|신이|이상윤
21795,두 사람이다,두 사람이다,2007-08-22,0,1820534,5.5,85,2007.0,8.0,117498,Oh Ki-hwan,117504|127566|117505|2956173|1362362,윤진서|이기우|박기웅|Kim Min-kyung|연제욱
21797,가발,가발,2005-08-12,0,2146621,5.468,106,2005.0,8.0,87894,원신연,87895|87897|1759960|496934|1334564,채민서|유선|Bang Moon-soo|Sa Hyeon-jin|김소이
22510,누가 그녀와 잤을까?,누가 그녀와 잤을까?,2006-11-16,0,0,5.1,109,2006.0,11.0,138528,Kim Yoo-sung,138522|87790|138519|105409|138524,김사랑|박준규|하하|하석진|Lee Hyeok-jae
22520,아치와 씨팍,아치와 씨팍,2006-06-28,3500000,0,6.297,90,2006.0,6.0,1354597,Jo Beom-jin,88876|88877|88878|87540,류승범|현영|신해철|임창정
22536,박쥐,박쥐,2009-04-30,5000000,13085023,7.097,133,2009.0,4.0,10099,박찬욱,20738|1059584|93252|25004|1277308,송강호|김옥빈|김해숙|신하균|박인환
24037,무방비 도시,무방비 도시,2008-01-10,0,11095236,6.9,112,2008.0,1.0,97020,Lee Sang-gi,86889|97024|93252|139507|139493,손예진|김명민|김해숙|김준배|박성웅
24822,세븐 데이즈,세븐 데이즈,2007-11-14,0,0,6.7,125,2007.0,11.0,87894,원신연,28662|92678|93999|240081|80459,김윤진|김미숙|박희순|최무성|장항선
25162,초감각 커플,초감각 커플,2008-11-27,0,0,6.2,85,2008.0,11.0,2405028,Kim Hyung-joo,1299287|83036|1875618,진구|박보영|Kim Kyung-sik
25597,헨젤과 그레텔,헨젤과 그레텔,2007-12-27,4000000,2206625,6.7,116,2007.0,12.0,94003,임필성,93994|94000|93995|93997|93999,천정명|Eun Won-jae|심은경|진지희|박희순
25647,숨,숨,2007-04-26,342,0,6.678,84,2007.0,4.0,1188,김기덕,1622|75913|1145852|586010|1188,張震|하정우|박지아|Kang In-Hyung|김기덕
25648,시간,시간,2006-08-24,0,14742,6.9,97,2006.0,8.0,1188,김기덕,1243600|75913|64502|139516|1046093,성현아|하정우|박지연|김성민|杉野希妃
25695,나무없는 산,나무없는 산,2009-08-27,0,0,6.974,89,2009.0,8.0,131397,So Yong Kim,94107|1615102|94106|1615103,Kim Hee-yeon|Kim Seong-hee|김미향|Lee Soo-ah
25747,아름답다,아름답다,2008-02-14,0,0,6.1,87,2008.0,2.0,1406330,Juhn Jai-hong,233437|119529|240081|233436|3090506,이천희|차수연|최무성|김민수|Lee Min
25764,다세포 소녀,다세포 소녀,2006-08-10,0,0,5.204,111,2006.0,8.0,123661,이재용,1059584|548071|964533|1046862|1046709,김옥빈|박진우|이켠|송하윤|유건
25912,사과,사과,2008-10-16,0,0,6.545,118,2008.0,10.0,1086398,강이관,83122|25003|115290|945428|1638474,문소리|김태우|이선균|주진모|Kang Rae-yeon
25937,그해 여름,그해 여름,2006-11-30,0,0,6.861,121,2006.0,11.0,548760,조근식,25002|1299358|592256|231506|141857,이병헌|수애|이세은|이혜은|최덕문
25938,"달콤, 살벌한 연인","달콤, 살벌한 연인",2006-04-06,0,0,5.8,110,2006.0,4.0,109305,Son Jae-gon,17124|109307|1080933|140289|2125173,박용우|최강희|조은지|정경호|이희도
26002,인사동 스캔들,인사동 스캔들,2009-04-29,0,0,6.0,109,2009.0,4.0,1720838,박희곤,1222330|121149|1235477|1024395|998412,김래원|엄정화|홍수현|마동석|오정세
26134,잔혹한 출근,잔혹한 출근,2006-11-02,0,0,5.6,108,2006.0,11.0,1294930,Kim Tae-yun,138531|115290|1244814|87871|145999,김수로|이선균|고은아|강경헌|오만석
26138,형사,형사,2005-09-08,0,0,6.4,111,2005.0,9.0,94053,이명세,83220|83014|17121|88298|552069,하지원|강동원|안성기|송영창|윤주상
26781,거북이 달린다,거북이 달린다,2009-06-11,0,0,6.5,117,2009.0,6.0,1334911,Lee Yeon-woo,75912|79578|1245668|1296075|1922480,김윤석|정경호|견미리|선우선|Kim Ji-na
26859,검은 땅의 소녀와,검은 땅의 소녀와,2007-01-09,0,0,6.5,90,2007.0,1.0,96469,Jeon Soo-il,96466|96468|96467|1887917|1887918,Yoo Yeon-mi|Hyeon-woo Park|조영진|Jin-Taek Im|Ji-Hyeon Son
27428,스승의 은혜,스승의 은혜,2006-08-03,0,0,6.7,93,2006.0,8.0,580244,Lim Dae-wung,146861|75914|147851|147852|147853,오미희|서영희|Jang Seong-won|김응수|김영선
27516,극락도 살인사건,극락도 살인사건,2007-04-12,0,14249906,6.6,110,2007.0,4.0,1049134,김한민,21687|1243890|552572|79574|1377950,박해일|박솔미|성지루|박원상|최주봉
29976,못말리는 결혼,못말리는 결혼,2007-05-10,0,0,6.1,115,2007.0,5.0,105406,Kim Sung-wook,105409|105410|105411|88295|105412,하석진|유진|김수미|이재구|임채무
30018,마더,마더,2009-05-28,5000000,17112713,7.709,128,2009.0,5.0,21684,봉준호,126478|70336|1299287|141541|994248,김혜자|원빈|진구|윤제문|전미선
30043,녹색의자,녹색 의자,2005-06-10,0,2000000,6.2,98,2005.0,6.0,105617,박철수,69698|105612|927756|145363|565683,서정|Shim Ji-ho|오윤홍|김혜옥|Kim Jeon-han
30841,"두뇌유희프로젝트, 퍼즐","두뇌유희프로젝트, 퍼즐",2006-09-14,0,0,5.2,91,2006.0,9.0,3062086,Kim Tae-kyung,17122|240948|118716|118718|118720,주진모|문성근|홍석천|현성|Park Jun-seok
30843,서양골동양과자점 앤티크,서양골동양과자점 앤티크,2008-11-13,0,0,6.3,109,2008.0,11.0,150150,민규동,150125|1223134|572225|224624|133130,주지훈|김재욱|유아인|Choi Ji-ho|Andy Gillet
31184,1724 기방난동사건,1724 기방난동사건,2008-12-03,0,0,5.25,103,2008.0,12.0,96780,여균동,73249|1059584|96780|107751|87786,이정재|김옥빈|여균동|김석훈|장세진
31714,그림자 살인,그림자 살인,2009-02-16,0,10000000,6.3,111,2009.0,2.0,1023610,Park Dae-min,68903|117377|1299243|77188|141541,황정민|류덕환|엄지원|오달수|윤제문
31850,똥파리,똥파리,2009-04-16,0,0,7.206,130,2009.0,4.0,108538,양익준,108538|567783|1191707|1191710|1552971,양익준|김꽃비|이환|Park Jeong-soon|이승연
32149,원스 어폰 어 타임,원스 어폰 어 타임,2008-01-31,0,0,6.0,110,2008.0,1.0,583175,정용기,1238990|17124|1299249|1020859|147852,이보영|박용우|김수현|성동일|김응수
32152,아파트,아파트,2006-07-06,0,0,5.8,90,2006.0,7.0,123017,안병기,547994|80655|936836|125730|1340294,고소영|강성진|장희진|박하선|김하은
32157,한반도,한반도,2006-07-13,0,0,6.3,147,2006.0,7.0,85006,강우석,64453|142425|17121|240948|109060,조재현|차인표|안성기|문성근|강신일
32158,중천,중천,2006-12-20,0,0,5.871,102,2006.0,12.0,1021626,Jo Dong-oh,17120|1237976|1020867|1135865|17125,정우성|김태희|Park Sang-wook|Kim Kwang-il|박정학
32159,사생결단,사생결단,2006-04-27,0,0,6.2,116,2006.0,4.0,127845,최호,88876|68903|557132|127849|127850,류승범|황정민|김희라|추자현|이도경
32160,야수,야수,2006-01-13,0,0,6.2,124,2006.0,1.0,1072375,김성수,1233094|10112|42799|1299243|96634,권상우|유지태|손병호|엄지원|이한위
32161,첼로: 홍미주 일가 살인사건,첼로: 홍미주 일가 살인사건,2005-08-18,0,0,6.1,94,2005.0,8.0,557415,Lee Woo-chul,1243600|557417|63444|1240217|2560790,성현아|Park Da-an|정호빈|왕빛나|Choi Ji-eun
32163,미스터 소크라테스,미스터 소크라테스,2005-11-11,0,0,6.2,109,2005.0,11.0,141161,Choi Jin-won,1222330|109060|145990|1557976|139493,김래원|강신일|이종혁|윤태영|박성웅
32168,태풍,태풍,2005-12-14,0,0,6.0,124,2005.0,12.0,84998,곽경택,16962|73249|545756|1222431|145360,장동건|이정재|이미연|김갑수|David Lee McInnis
32170,여고괴담 4: 목소리,여고괴담 4: 목소리,2005-07-15,0,2041000,6.7,104,2005.0,7.0,127702,Choi Equan,1059584|127708|127705|127706|109647,김옥빈|서지혜|차예련|김서형|Lim Hyun-kyung
32213,공공의 적 2,공공의 적 2,2005-01-27,0,0,7.2,148,2005.0,1.0,85006,강우석,85008|84854|109060|553237|116180,설경구|정준호|강신일|박근형|변희봉
32272,고死: 피의 중간고사,고사: 피의 중간고사,2008-08-06,0,0,6.169,85,2008.0,8.0,138108,Chang,86330|138112|138113|138114|1794446,이범수|윤정희|남규리|김범|손여은
33196,해운대,해운대,2009-07-22,16000000,71641901,6.9,129,2009.0,7.0,84852,윤제균,85008|83220|121148|121149|1299351,설경구|하지원|박중훈|엄정화|이민기
33199,후회하지 않아,후회하지 않아,2006-11-16,0,0,5.868,113,2006.0,11.0,1030914,이송희일,110388|80984|118976|1420814|1974809,김남길|이영훈|김동욱|정승길|Hwang Choon-ha
33251,집으로...,집으로...,2002-04-05,2000000,0,7.964,87,2002.0,4.0,939140,이정향,110381|110382|1830603|1830604|1830605,Kim Eul-boon|유승호|Dong Hyo-hee|Min Kyung-Hyun|Yim Eun-kyung
33794,아랑,아랑,2006-06-28,0,0,5.732,97,2006.0,6.0,111411,Ahn Sang-hoon,90472|1238592|138541|570708|570707,송윤아|이동욱|이종수|Kim Hae-in|Choo So-yeong
35010,슈퍼맨이었던 사나이,슈퍼맨이었던 사나이,2008-01-31,4250000,3848034,7.4,102,2008.0,1.0,113579,정윤철,68903|63436|93997|553838|1296075,황정민|전지현|진지희|도용구|선우선
35821,낮술,낮술,2009-02-05,0,0,6.9,116,2009.0,2.0,560072,Noh Young-seok,560074|560075|560076|560077|560078,Song Sam-dong|Sang-yeop Yuk|Kang-hee Kim|Seong-joon Tak|Lan-hee Lee
35836,어느날 갑자기 네번째 이야기: 죽음의 숲,어느날 갑자기 네번째 이야기: 죽음의 숲,2006-08-17,0,0,4.0,99,2006.0,8.0,1073762,김정민,145990|1253443|138512|129973|1073762,이종혁|소이현|김영준|박충선|김정민
36164,기다리다 미쳐,기다리다 미쳐,2008-01-01,0,0,5.5,108,2008.0,1.0,1289490,Ryoo Seung-jin,570899|1240218|936836|572169|1222951,손태영|장근석|장희진|데니 안|유인영
36170,허밍,허밍,2008-03-13,0,0,5.8,96,2008.0,3.0,1075472,Park Dae-young,127710|233437|1075471|1299249|1168450,한지혜|이천희|Jung Jae-jin|김수현|김춘식
36329,파주,파주,2009-10-28,0,0,6.0,111,2009.0,10.0,115295,박찬옥,115290|115291|229947|1057068|231476,이선균|서우|심이영|한예리|이경영
36681,시크릿,시크릿,2009-12-03,0,0,6.4,110,2009.0,12.0,115906,Yoon Jae-goo,1248450|90472|227638|79574|998412,차승원|송윤아|류승룡|박원상|오정세
37502,천군,천군,2005-06-14,8000000,0,6.0,106,2005.0,6.0,588066,Min Joon-ki,121148|138508|68903|126881|588067,박중훈|김승우|황정민|공효진|Kim Seung-cheol
37837,"열세살, 수아","열세살, 수아",2007-07-26,0,0,6.2,95,2007.0,7.0,1478252,Kim Hee-jung,1257142|87527|240081|118670|935996,이세영|추상미|최무성|김윤아|정지안
37838,경계,경계,2007-11-08,0,0,4.2,123,2007.0,11.0,118674,장률,118676|118677|69698|2278849|2420399,Bat-Ulzii Osor|Dong-ho Shin|서정|Bakchul|Bayasgalan Jadamba
37840,사랑따윈 필요없어,사랑따윈 필요없어,2006-11-09,0,0,6.6,119,2006.0,11.0,118680,Lee Cheol-ha,123766|37941|566375|126347|1299287,김주혁|문근영|조재윤|도지원|진구
37870,국가대표,국가대표,2009-07-29,0,0,6.1,139,2009.0,7.0,84969,김용화,75913|1020859|118977|118976|118975,하정우|성동일|김지석|김동욱|Choi Jae-hwan
38000,가면,가면,2007-12-27,0,0,6.5,99,2007.0,12.0,87086,양윤호,84751|1246931|1255723|79574|1338807,김강우|김규리|이수경|박원상|Jeon Chang-geol
38011,6월의 일기,6월의 일기,2005-12-01,0,0,6.3,105,2005.0,12.0,1137333,임경수,1237911|69289|28662|1137334|1137337,에릭|신은경|김윤진|Jang Ki-bum|Maeng Se-chang
38015,타짜,타짜,2006-09-28,0,39212715,6.9,139,2006.0,9.0,119337,최동훈,126495|146245|229752|84996|147852,조승우|김혜수|백윤식|유해진|김응수
38054,오로라 공주,오로라 공주,2005-10-27,0,0,6.0,106,2005.0,10.0,150127,방은진,121149|240948|144135|88877|1190844,엄정화|문성근|권오중|현영|김용건
38069,보트,보트,2009-05-28,0,0,5.6,115,2009.0,5.0,119530,Kim Young-nam,75913|80108|119529|142673|39258,하정우|妻夫木聡|차수연|徳永えり|이대연
38963,바르게 살자,바르게 살자,2007-08-18,0,14961069,7.3,102,2007.0,8.0,1004566,라희찬,83682|42799|96632|141157|1249395,정재영|손병호|신구|이용이|김규철
38983,주유소 습격사건 2,주유소 습격사건 2,2010-01-21,0,0,6.2,111,2010.0,1.0,80651,김상진,1253552|1307322|2098716|140324|80656,지현우|조한선|Moon Won-ju|정재훈|박영규
39021,싸움의 기술,싸움의 기술,2006-01-05,0,0,5.9,100,2006.0,1.0,127984,신한솔,229752|16284|147852|64499|79574,백윤식|재희|김응수|최여진|박원상
39139,플라이 대디,플라이 대디,2006-08-03,0,0,5.6,112,2006.0,8.0,2036487,Choi Jong-tae,138509|122408|1278015|551171|68904,이문식|이준기|Lee Yeon-su|조성하|이재용
39439,라디오 스타,라디오 스타,2006-09-27,0,0,7.0,115,2006.0,9.0,126809,이준익,121148|17121|123020|1764467|17127,박중훈|안성기|최정윤|Ahn Mi-na|정석용
39697,저수지에서 건진 치타,저수지에서 건진 치타,2007-10-25,0,0,4.8,88,2007.0,10.0,123344,Yang Hae-hun,123339|68904|1460205|2194850|551171,임지규|이재용|윤채영|Im Ji-yeon|조성하
40049,펀치 레이디,펀치 레이디,2007-10-25,0,0,5.6,121,2007.0,10.0,87781,강효진,126347|1015873|1020867|125736|577396,도지원|손현주|Park Sang-wook|설리|이미윤
40099,펜트하우스 코끼리,펜트하우스 코끼리,2009-11-05,0,0,5.1,145,2009.0,11.0,123769,S.K. Jhung,63438|1255801|1254391|150242|462583,장혁|조동혁|이상우|이민정|황우슬혜
40100,브라보 마이 라이프,브라보 마이 라이프,2007-09-06,0,0,0.0,120,2007.0,9.0,105407,Park Young-hoon,229752|239927|87790|1239251|1043191,백윤식|임하룡|박준규|이소연|김예령
40114,뚝방전설,뚝방전설,2006-09-07,0,0,5.2,94,2006.0,9.0,934324,Cho Beom-gu,1254417|233437|1239241|77188|1299249,박건형|이천희|MC Mong|오달수|김수현
40122,폭력써클,폭력써클,2006-10-19,0,0,6.6,100,2006.0,10.0,1043185,Park Ki-hyung,936836|79578|148673|1043191|138336,장희진|정경호|김소연|김예령|조진웅
40167,하모니,하모니,2010-01-28,0,0,7.714,115,2010.0,1.0,123802,Kang Dae-gyu,28662|93996|1414400|123805|123807,김윤진|장영남|지성원|정수영|이다희
40171,전우치,전우치,2009-12-23,12000000,0,6.8,136,2009.0,12.0,119337,최동훈,83014|75912|37940|84996|88298,강동원|김윤석|임수정|유해진|송영창
40211,백만장자의 첫사랑,백만장자의 첫사랑,2006-02-09,0,0,7.3,116,2006.0,2.0,116181,김태균,126880|544107|1222950|2068833|2658270,이연희|현빈|임주환|Jeong Wook|이한솔
40228,1번가의 기적,1번가의 기적,2007-02-15,0,0,6.676,113,2007.0,2.0,84852,윤제균,83220|87540|235338|87792|77058,하지원|임창정|강예원|주현|정두홍
40452,주먹이 운다,주먹이 운다,2005-03-31,0,0,7.3,121,2005.0,3.0,86325,류승완,64880|88876|1004565|87090|1299249,최민식|류승범|임원희|천호진|김수현
40580,순정만화,순정만화,2008-11-27,0,0,6.8,113,2008.0,11.0,124391,Ryu Jang-ha,10112|124395|126880|124394|1326874,유지태|강인|이연희|채정안|최수영
40735,웨스트 32번가,웨스트 32번가,2007-05-02,2500000,0,5.188,86,2007.0,5.0,86262,Michael Kang,68842|124493|77209|84854|124494,John Cho|Jun Kim|Grace Park|정준호|Jane Kim
40949,페어러브,페어러브,2010-01-14,0,0,5.813,117,2010.0,1.0,125074,신연식,17121|125076|587684|1254169|2956173,안성기|이하나|권혁풍|유인나|Kim Min-kyung
41178,여기보다 어딘가에,여기보다 어딘가에,2008-08-21,0,0,6.2,106,2008.0,8.0,125706,이승영,119529|125708|77182|2132019|3676076,차수연|Yu Ha-jun|김병옥|Bae Jin-ah|Park Seong-il
41186,지금 사랑하는 사람과 살고 있습니까?,지금 사랑하는 사람과 살고 있습니까?,2007-08-15,0,0,5.2,116,2007.0,8.0,229942,Chong Yun-su,121149|17124|1233804|1235716|1079589,엄정화|박용우|이동건|한채영|Oh Ji-yeong
41245,박하사탕,박하사탕,2000-01-01,0,0,7.513,135,2000.0,1.0,96657,이창동,85008|83122|87553|69698|1299348,설경구|문소리|김여진|서정|고서희
41338,그때 그사람들,그때 그사람들,2005-02-03,0,0,6.565,102,2005.0,2.0,132452,임상수,80457|229752|1080904|147852|138544,한석규|백윤식|송재호|김응수|조상건
41340,깃,깃,2005-01-14,0,0,6.889,73,2005.0,1.0,557418,Song Il-gon,1239251|64455,이소연|장현성
41401,신데렐라,신데렐라,2006-08-17,0,0,6.206,94,2006.0,8.0,575090,봉만대,126348|126346|126347|126350|126351,신세경|Ahn Ah-yung|도지원|Gyu-ryun Ahn|전소민
41441,불꽃처럼 나비처럼,불꽃처럼 나비처럼,2009-09-24,0,0,6.1,124,2009.0,9.0,112752,김용균,126495|1299358|87090|1202592|1307608,조승우|수애|천호진|Sophie Broustal|최재웅
41549,M,M,2007-10-25,0,0,5.8,109,2007.0,10.0,94053,이명세,83014|126880|126881|1004565|2240042,강동원|이연희|공효진|임원희|윤가현
42304,오이시맨,오이시맨,2009-02-19,98,0,7.2,98,2009.0,2.0,127717,Kim Jeong-jung,1299351|118651|127720|127721,이민기|池脇千鶴|정유미|박성택
42324,조폭 마누라 3,조폭 마누라 3,2006-12-28,9000000,0,5.9,115,2006.0,12.0,87780,Cho Jin-gyu,21911|86330|88877|96784|509648,舒淇|이범수|현영|오지호|조희봉
42384,가루지기,가루지기,2008-04-30,0,0,5.8,120,2008.0,4.0,127984,신한솔,570002|1256251|77188|1080935|1299344,봉태규|김예원|오달수|윤여정|전수경
42507,베스트셀러,베스트셀러,2010-04-15,0,0,5.9,117,2010.0,4.0,936037,Lee Jung-ho,121149|227638|127850|138336|141548,엄정화|류승룡|이도경|조진웅|이성민
42781,킹콩을 들다,킹콩을 들다,2009-07-01,0,0,7.6,120,2009.0,7.0,517089,박건용,86330|129614|1447365|1295459|116180,이범수|조안|최희서|김민영|변희봉
43212,내 깡패 같은 애인,내 깡패 같은 애인,2010-05-20,800000,4214668,6.8,105,2010.0,5.0,1139243,Kim Kwang-sik,121148|127720|79574|560068|240082,박중훈|정유미|박원상|정우혁|정인기
43565,므이,므이,2007-07-25,3000000,0,5.325,93,2007.0,7.0,118712,Kim Tae-kyung,129614|127705|1510533|564861|129616,조안|차예련|Lee In|Hong So-hee|Anh Thư
