movie_id,title,original_title,original_language,release_date,runtime,budget,revenue,vote_average,vote_count,popularity,genres,production_companies,production_countries,release_year,release_month,audience_total,director_name_ko,cast_names_ko,vote_average_naver,vote_count_naver,critic_average,critic_count
20050305,나의 결혼원정기,My Wedding Campaign,ko,2005-11-23,123.0,,3859676500.0,8.381,1956,,['드라마'],"[""튜브픽쳐스(주)"", ""롯데쇼핑㈜롯데엔터테인먼트"", ""롯데쇼핑㈜롯데엔터테인먼트"", ""(주)미로비젼"", ""고일상사"", ""세방현상(주)""]","[""KR""]",2005,11,632473.0,황병국,정재영|수애|유준상|김지영|정혜영|박길수|권태원|김응수|임찬익|주용재,8.381,1956,6.166666666666667,6
20050288,무영검,Shadowless Sword,ko,2005-11-18,104.0,,3293824500.0,6.821,1146,,['액션'],"[""(주)태원엔터테인먼트"", ""씨제이엔터테인먼트"", ""뉴라인코리아"", ""세방현상(주)""]","[""KR""]",2005,11,517660.0,김영준,신현준|이서진|윤소이|조원희|황인성|전국환|남지현|권오태|백지열|김서현,6.821,1146,5.5,4
20050280,미스터 소크라테스,Mr. Socrates,ko,2005-11-10,109.0,,6746152000.0,7.821,2078,,['액션'],"[""㈜커리지필름"", ""(주)오죤필름"", ""롯데쇼핑㈜롯데엔터테인먼트"", ""롯데쇼핑㈜롯데엔터테인먼트"", ""(주)미로비젼"", ""영화진흥위원회"", ""(사)부산영상위원회"", ""서울영상위원회""]","[""KR""]",2005,11,1063012.0,최진원,김래원|강신일|이종혁|윤태영|박성웅|정욱|윤서현|이주호|성기완|임종궁,7.821,2078,5.5,2
20050276,"사랑해, 말순씨","Bravo, My Life",ko,2005-11-03,92.0,,2034973500.0,8.051,719,,['드라마'],"[""블루스톰(주)"", ""쇼이스트(주)"", ""쇼이스트(주)"", ""엠라인디스트리뷰션(주)"", ""㈜라이브톤""]","[""KR""]",2005,11,323670.0,박흥식,이재응|문소리|김은영|김동영|강경섭|손봉기|이칸희|박명신|이한위|김봉근,8.051,719,6.0,5
20050283,"소년, 천국에 가다",A Boy Who Went To Heaven,ko,2005-11-11,114.0,,1221924500.0,7.691,893,,['드라마'],"[""(주)싸이더스"", ""(주)크리스마스엔터테인먼트"", ""㈜렛츠필름"", ""(주)쇼박스"", ""영화사청어람(주)"", ""영화사청어람(주)"", ""(주)쇼박스"", ""(주)크리스마스엔터테인먼트"", ""영화사청어람(주)"", ""(주)케이티알파"", ""(사)부산영상위원회""]","[""KR""]",2005,11,201269.0,윤태용,염정아|박해일|홍수연|이봉원|손보현|조민수|박은수|박미선|김만근|조상호,7.691,893,5.333333333333333,3
20050318,6월의 일기,Bystanders,ko,2005-12-01,106.0,,3643223500.0,7.151,1544,,"['드라마', '범죄']","[""(주)필름앤픽쳐스 "", ""(주)쇼박스"", ""코어스튜디오(주)""]","[""KR""]",2005,12,593396.0,임경수,신은경|김윤진|문정혁|김꽃비|맹세창|문준호|이상기|김경민|김지민|박현영,7.151,1544,5.0,2
20050306,애인,The Intimate,ko,2005-12-08,98.0,,612396000.0,5.971,607,,['멜로/로맨스'],"[""기획시대(주)"", ""(주)쇼박스"", ""소빅창업투자(주)"", ""(주)쇼박스"", ""(주)쇼박스"", ""(주)나인앤미디어""]","[""KR""]",2005,12,96465.0,김태은,성현아|조동혁|한지원|이창용|박준영|한지원|임석현|박세진|길해연|지대한,5.971,607,4.0,1
20050333,왕의 남자,King and the Clown,ko,2005-12-29,119.0,,65866410400.0,9.041,34372,,['드라마'],"[""(주)씨네월드"", ""(주)이글픽쳐스"", ""(주)시네마서비스"", ""(주)시네마서비스"", ""씨제이엔터테인먼트"", ""히스토리 디앤피"", ""이펙트스톰""]","[""KR""]",2005,12,10489308.0,이준익,감우성|이준기|유해진|정진영|강성연|이동수|김주홍|장항선|정석용|박영수,9.041,34372,6.666666666666667,6
20050330,작업의 정석,The Art Of Seduction,ko,2005-12-21,100.0,,11660380100.0,6.541,3106,,['코미디'],"[""영화사청어람(주)"", ""(주)쇼박스"", ""영화사청어람(주)"", ""(주)쇼박스"", ""영화사청어람(주)"", ""(주)케이티알파"", ""(주)나인앤미디어"", ""무비클로저""]","[""KR""]",2005,12,1846581.0,오기환,손예진|송일국|김애경|안선영|박준규|박준규|우현|박용우|금보라|강두,6.541,3106,5.0,4
20050342,청연,Blue Swallow,ko,2005-12-29,133.0,,3007402400.0,7.591,2788,,['드라마'],"[""코리아픽쳐스(주)"", ""코리아픽쳐스(주)"", ""씨네클릭 아시아(팬텀)"", ""모네프(주)"", ""세방현상(주)""]","[""KR""]",2005,12,480760.0,윤종찬,장진영|김주혁|한지민|나카무라 토오루|진태현|김응수|현종욱|최호진|박상윤|박성진,7.591,2788,6.333333333333333,6
20050326,태풍,Typhoon,ko,2005-12-14,125.0,,22114691300.0,6.131,6930,,"['드라마', '액션']","[""씨제이엔터테인먼트"", ""씨제이엔터테인먼트"", ""씨제이엔터테인먼트"", ""㈜라이브톤"", ""세방현상(주)"", ""빔필름 (엠버에이치엠 국내법인)""]","[""KR""]",2005,12,3456331.0,곽경택,이정재|이미연|장동건|김혜정|김원진|추현경|허욱|신성일|김형찬|홍의정,6.131,6930,5.666666666666667,6
20050332,파랑주의보,My Girl and I,ko,2005-12-22,95.0,,1436262000.0,5.801,1311,,['드라마'],"[""(주)아이필름홀딩스"", ""아이러브시네마"", ""(주)아이에이치큐""]","[""KR""]",2005,12,234338.0,전윤수,송혜교|차태현|김신영|김윤석|김지영|한명구|최우혁|송창의|홍성준|강연정,5.801,1311,5.0,2
20050354,사랑을 놓치다,Lost In Love,ko,2006-01-26,118.0,,2896581000.0,8.221,2162,,"['멜로/로맨스', '드라마']","[""(주)시네마서비스"", ""(주)시네마서비스"", ""(주)시네마서비스"", ""씨제이엔터테인먼트"", ""데몰리션""]","[""KR""]",2006,1,458517.0,추창민,설경구|송윤아|이기우|김동영|장항선|전배수|황석정|고규필|박혁민,8.221,2162,6.0,4
20050346,싸움의 기술,The Art Of Fighting,ko,2006-01-05,95.0,,7100516000.0,7.981,3714,,['코미디'],"[""코리아 엔터테인먼트"", ""씨제이엔터테인먼트"", ""씨제이엔터테인먼트"", ""씨제이엔터테인먼트"", ""데몰리션"", ""세방현상(주)""]","[""KR""]",2006,1,1110115.0,신한솔,백윤식|재희|이동진|김응수|최여진|권병길|박기웅|손병욱|길해연|조상건,7.981,3714,5.0,6
20050345,야수,Running Wild,ko,2006-01-12,124.0,,5326031000.0,7.601,4231,,['액션'],"[""팝콘필름㈜"", ""(주)쇼박스"", ""(주)쇼박스"", ""(주)쇼박스"", ""㈜라이브톤"", ""세방현상(주)""]","[""KR""]",2006,1,834937.0,김성수,권상우|유지태|엄지원|김윤석|최령|이중문|이동혁|손병호|정원중|이한위,7.601,4231,6.0,4
20050363,투사부일체,"My Boss, My Teacher",ko,2006-01-19,125.0,,31474767000.0,3.271,2773,,['코미디'],"[""(주)시네마제니스 "", ""씨제이엔터테인먼트"", ""씨제이엔터테인먼트"", ""(사)부산영상위원회""]","[""KR""]",2006,1,4997745.0,김동원,정준호|정웅인|김상중|박용식|최윤영|박은비|나현주|김동성|고은영|이배훈,3.271,2773,,0
