movie_id,title,original_title,original_language,release_date,runtime,budget,revenue,vote_average,vote_count,popularity,genres,production_companies,production_countries,release_year,release_month
670,올드보이,올드보이,ko,2003-11-21,120,3000000,17500000,8.252,9150,11.6819,"['드라마', '스릴러', '미스터리', '액션']","['Show East', 'Egg Film', 'Cineclick Asia']",['KR'],2003.0,11.0
1255,괴물,괴물,ko,2006-07-27,119,11000000,88489643,6.98,2931,4.4383,"['공포', '드라마', 'SF']","['Chungeorahm Film', 'Showbox']",['KR'],2006.0,7.0
1963,활,활,ko,2005-05-12,88,950000,2032404,6.921,208,1.2098,['드라마'],"['Kim Ki Duk Film', 'Happinet Pictures', 'Cineclick Asia']","['JP', 'KR']",2005.0,5.0
2015,밀양,밀양,ko,2007-05-23,142,2900000,11581469,7.193,215,1.6151,['드라마'],"['Cinema Service', 'Pinehouse Film', 'CJ Entertainment']",['KR'],2007.0,5.0
4550,친절한 금자씨,친절한 금자씨,ko,2005-07-29,112,0,23803308,7.5,1752,3.348,"['드라마', '스릴러']","['TSJ Entertainment', 'Ilshin Capital Investments', 'Centurion Investment', 'Moho Film', 'CJ Entertainment', 'CJ Investment']",['KR'],2005.0,7.0
5488,싸이보그지만 괜찮아,싸이보그지만 괜찮아,ko,2006-12-07,105,0,4354510,7.025,543,1.5675,"['드라마', '코미디', '로맨스']","['Moho Film', 'CJ Entertainment']",['KR'],2006.0,12.0
8652,비몽,비몽,ko,2008-10-09,95,0,0,6.6,69,2.3197,"['드라마', '미스터리', '판타지', '로맨스']","['Kim Ki Duk Film', 'Sponge']",['KR'],2008.0,10.0
8938,도쿄!,TOKYO!,ja,2008-08-16,112,0,1133863,6.9,242,1.9653,"['코미디', '드라마', '판타지', '로맨스']","['ARTE France Cinéma', 'Wild Bunch', 'Bitters End', 'Backup Media', 'Comme des Cinémas', 'WDR/Arte', 'Hakuhodo DY Media Partners', 'Coin Film', 'Kansai Television', 'Sponge', 'VAP', 'Champion Top Investment', 'Picnic', 'WOWOW', 'Asahi Broadcasting Corporation']","['KR', 'DE', 'JP', 'FR']",2008.0,8.0
10039,연리지,연리지,ko,2006-04-13,105,0,0,6.7,9,1.4317,"['드라마', '로맨스']","['Taewon Entertainment', 'CJ Entertainment', 'Yedang Entertainment', 'Showbox', 'KTB Network', 'White Lee Entertainment', 'KM Culture']",['KR'],2006.0,4.0
10253,디 워,디 워,ko,2007-08-01,92,32000000,75108998,4.525,428,2.35,"['판타지', '드라마', '공포', '액션', '스릴러', 'SF']","['Younggu-Art Movies', 'Showbox']",['KR'],2007.0,8.0
10259,로망스,로망스,ko,2006-03-16,106,0,0,5.5,4,0.5061,"['드라마', '로맨스']","['LJ Film', 'CJ Entertainment']",['KR'],2006.0,3.0
11344,달콤한 인생,달콤한 인생,ko,2005-04-01,120,0,7600000,7.446,925,3.1818,"['액션', '드라마', '범죄']","['Bom Film Productions', 'CJ Entertainment']",['KR'],2005.0,4.0
11658,태극기 휘날리며,태극기 휘날리며,ko,2004-02-05,148,1500000,0,7.993,722,1.5857,"['액션', '모험', '드라마', '역사', '전쟁']","['Kang Je-gyu Films', 'KD Media', 'Seoul Broadcasting System', 'Tooniverse', 'Destination Films', 'Samuel Goldwyn Films', 'Showbox']","['KR', 'US']",2004.0,2.0
13311,홀리데이,홀리데이,ko,2006-01-19,120,0,0,6.4,34,1.0497,"['드라마', '범죄', '스릴러']",['Lotte Entertainment'],['KR'],2006.0,1.0
13407,파랑주의보,파랑주의보,ko,2005-12-22,95,0,0,6.6,35,1.3986,"['드라마', '로맨스']","['iFilm', 'iLoveCinema']",['KR'],2005.0,12.0
13855,추격자,추격자,ko,2008-02-14,123,2600000,0,7.749,1408,4.5338,"['범죄', '스릴러', '액션']",['Bidangil Pictures'],['KR'],2008.0,2.0
14763,무영검,무영검,ko,2005-11-18,104,0,3868257,6.235,66,1.7549,"['액션', '모험']","['Taewon Entertainment', 'CJ Entertainment', 'Yedang Entertainment', 'China Film Co-Production Corp.', 'New Line Cinema']","['CN', 'KR']",2005.0,11.0
14968,웰컴 투 동막골,웰컴 투 동막골,ko,2005-08-04,133,8000000,33579813,7.445,190,1.2664,"['코미디', '드라마', '전쟁']","['Film It Suda', 'Showbox']",['KR'],2005.0,8.0
15067,"좋은 놈, 나쁜 놈, 이상한 놈","좋은 놈, 나쁜 놈, 이상한 놈",ko,2008-07-16,139,10000000,0,7.2,754,2.4693,"['액션', '모험', '코미디', '서부']","['CJ Entertainment', 'Cineclick Asia', 'Barunson E&A', 'Dark Circle Pictures']",['KR'],2008.0,7.0
15286,마린보이,마린보이,ko,2009-02-05,118,0,3923970,5.6,24,1.5582,"['액션', '스릴러']","['Realies Pictures', 'CJ Entertainment']",['KR'],2009.0,2.0
16882,GP506,GP506,ko,2008-04-03,121,0,0,5.5,63,0.7586,"['공포', '미스터리']","['Motis Productions', 'Lotte Entertainment', 'Michigan Venture Capital', 'Boston Investments', 'Showbox']",['KR'],2008.0,4.0
17593,영화는 영화다,영화는 영화다,ko,2008-09-11,112,0,0,6.9,86,1.5448,"['액션', '범죄', '드라마']","['Sponge', 'Kim Ki Duk Film', 'Seoul Broadcasting System', 'CJ Entertainment', 'Tube Entertainment', 'Showbox']",['KR'],2008.0,9.0
17693,가벼운 잠,가벼운 잠,ko,2008-10-23,93,0,0,6.6,5,0.2772,['드라마'],['Kino-Eye Films'],['KR'],2008.0,10.0
17903,쌍화점,쌍화점,ko,2008-12-30,132,10000000,18980744,6.899,148,4.6242,['드라마'],"['Opus Pictures', 'Showbox', 'United Pictures', 'Sponge']",['KR'],2008.0,12.0
18374,7급 공무원,7급 공무원,ko,2009-04-04,112,0,0,6.214,98,0.7516,"['액션', '코미디', '로맨스']","['DCG Plus', 'Soojak Film', 'Lotte Entertainment', 'Harimao Pictures', 'Sponge']",['KR'],2009.0,4.0
18377,미녀는 괴로워,미녀는 괴로워,ko,2006-12-14,120,4000000,0,6.8,328,2.844,"['드라마', '코미디', '로맨스']","['KM Culture', 'Realies Pictures', 'Michigan Venture Capital', 'Showbox']",['KR'],2006.0,12.0
18383,청춘만화,청춘만화,ko,2006-03-26,116,0,0,6.1,16,0.3993,"['코미디', '로맨스']","['Popcorn Film', 'Showbox']",['KR'],2006.0,3.0
18384,과속스캔들,과속스캔들,ko,2008-12-03,108,0,0,7.183,93,1.3851,"['코미디', '드라마']","['M-Line Distribution', 'DCG Plus', 'Lotte Entertainment', 'CJ Entertainment', 'Toilet Pictures']",['KR'],2008.0,12.0
18422,새드무비,새드무비,ko,2005-10-20,108,0,0,6.6,65,1.5565,"['코미디', '드라마', '로맨스']","['iFilm', 'iLoveCinema', 'Lotte Entertainment']",['KR'],2005.0,10.0
18426,데이지,데이지,ko,2006-03-09,110,0,0,7.151,96,0.9865,"['드라마', '로맨스', '액션']","['iLoveCinema', 'iFilm', 'Showbox', 'Basic Pictures']","['HK', 'KR']",2006.0,3.0
18431,우리 생애 최고의 순간,우리 생애 최고의 순간,ko,2008-01-10,124,0,0,6.6,17,0.643,['드라마'],"['Myung Films', 'Sidus', 'MK Pictures', 'Sidus FNH-Benex Cinema Fund 1', 'KD Media', 'Pancinema', 'Korean Film Council', 'OCN']",['KR'],2008.0,1.0
18438,김씨 표류기,김씨 표류기,ko,2009-05-14,116,0,0,7.94,699,2.5468,"['드라마', '코미디', '로맨스']","['Cinema Service', 'CJ Entertainment', 'Banzakbanzak Film Production']",['KR'],2009.0,5.0
18464,6년째 연애중,6년째 연애중,ko,2008-02-05,112,0,0,6.231,13,0.6967,"['로맨스', '드라마']","['Picasso Films', 'KTB Network', 'Tube Entertainment']",['KR'],2008.0,2.0
18514,두번째 사랑,두번째 사랑,ko,2007-06-20,90,3500000,689473,6.6,44,1.646,"['드라마', '로맨스']","['NOWFILM', 'Vox3 Films']","['KR', 'US']",2007.0,6.0
18526,바보,바보,ko,2008-02-28,99,0,0,6.727,33,2.0401,"['코미디', '로맨스']","['CJ Entertainment', 'Wire to Wire Film']",['KR'],2008.0,2.0
18791,핸드폰,핸드폰,ko,2009-02-19,137,0,0,6.5,17,1.3994,"['스릴러', '드라마']","['SK Telecom', 'Fineworks', 'M-Line Distribution']",['KR'],2009.0,2.0
19482,멋진 하루,멋진 하루,ko,2008-09-25,123,0,0,6.8,24,0.5602,"['코미디', '로맨스', '드라마']","['Bom Film Productions', 'Lotte Entertainment', 'Sponge', 'Finecut']",['KR'],2008.0,9.0
19529,작전,작전,ko,2009-02-12,119,0,0,5.7,13,1.8797,"['범죄', '모험', '스릴러', '액션']","['Bidangil Pictures', 'Sponge', 'Showbox']",['KR'],2009.0,2.0
19591,구세주,구세주,ko,2006-02-16,104,0,0,5.8,9,2.1368,"['액션', '코미디']","['Show East', 'Ik Young Films']",['KR'],2006.0,2.0
19609,투사부일체,투사부일체,ko,2006-01-19,124,0,30585589,5.3,20,2.2665,"['액션', '코미디', '범죄']","['Cinema Zenith Entertainment', 'CJ Entertainment']",['KR'],2006.0,1.0
19613,유감스러운 도시,유감스러운 도시,ko,2009-01-22,121,0,7545744,5.1,5,1.7787,['코미디'],[],['KR'],2009.0,1.0
19627,무림여대생,무림여대생,ko,2008-06-26,118,7000000,162256,6.519,27,1.6496,"['코미디', '로맨스']","['Bear Entertainment', 'Prime Entertainment']",['KR'],2008.0,6.0
19886,다찌마와 리: 악인이여 지옥행 급행열차를 타라,다찌마와 리: 악인이여 지옥행 급행열차를 타라,ko,2008-08-13,99,0,0,5.7,17,1.5142,"['액션', '모험', '코미디', '서부']","['Showbox', 'Filmmaker R&K']",['KR'],2008.0,8.0
20605,짝패,짝패,ko,2006-05-25,92,2700000,0,6.575,140,1.1625,"['액션', '스릴러', '범죄']","['CJ Entertainment', 'Filmmaker R&K']",['KR'],2006.0,5.0
20969,작업의 정석,작업의 정석,ko,2005-12-21,100,0,0,6.0,48,2.1234,"['로맨스', '코미디']","['Chungeorahm Film', 'Showbox']",['KR'],2005.0,12.0
21647,색즉시공 시즌 2,색즉시공 시즌 2,ko,2007-12-12,115,0,0,5.783,60,3.3045,"['로맨스', '코미디']","['CJ Entertainment', 'Doosaboo Film']",['KR'],2007.0,12.0
21795,두 사람이다,두 사람이다,ko,2007-08-22,85,0,1820534,5.5,39,0.9574,"['공포', '스릴러', '범죄']","['Happy End Filmproductions', 'Mogabi Pictures']",['KR'],2007.0,8.0
21797,가발,가발,ko,2005-08-12,106,0,2146621,5.468,63,1.5336,"['공포', '미스터리']","['Corea Entertainment', 'CJ Entertainment']",['KR'],2005.0,8.0
22510,누가 그녀와 잤을까?,누가 그녀와 잤을까?,ko,2006-11-16,109,0,0,5.1,27,2.6183,"['코미디', '로맨스']","['CJ Entertainment', 'Taewon Entertainment']",['KR'],2006.0,11.0
22520,아치와 씨팍,아치와 씨팍,ko,2006-06-28,90,3500000,0,6.297,59,2.0976,"['액션', '애니메이션', 'SF', '코미디', '모험']","['J Team', 'Tube Entertainment', 'OCN', 'KTB Network']",['KR'],2006.0,6.0
22536,박쥐,박쥐,ko,2009-04-30,133,5000000,13085023,7.097,979,3.2794,"['드라마', '공포', '스릴러']",['Moho Film'],['KR'],2009.0,4.0
24037,무방비 도시,무방비 도시,ko,2008-01-10,112,0,11095236,6.9,41,1.7319,"['액션', '범죄']","['DCG Plus', 'CJ Entertainment', 'iVision Entertainment']",['KR'],2008.0,1.0
24822,세븐 데이즈,세븐 데이즈,ko,2007-11-14,125,0,0,6.7,58,1.5771,"['범죄', '스릴러']",['Prime Entertainment'],['KR'],2007.0,11.0
25162,초감각 커플,초감각 커플,ko,2008-11-27,85,0,0,6.2,5,1.2972,"['코미디', '미스터리', '로맨스', '판타지']",[],['KR'],2008.0,11.0
25597,헨젤과 그레텔,헨젤과 그레텔,ko,2007-12-27,116,4000000,2206625,6.7,175,1.5263,"['판타지', '드라마', '공포']","['Barunson E&A', 'Cineclick Asia', 'CJ Entertainment']",['KR'],2007.0,12.0
25647,숨,숨,ko,2007-04-26,84,342,0,6.678,107,0.9937,"['범죄', '드라마']","['Kim Ki Duk Film', 'Cineclick Asia']",['KR'],2007.0,4.0
25648,시간,시간,ko,2006-08-24,97,0,14742,6.9,227,1.7596,"['로맨스', '드라마', '미스터리']","['Happinet Pictures', 'Kim Ki Duk Film']","['JP', 'KR']",2006.0,8.0
25695,나무없는 산,나무없는 산,ko,2009-08-27,89,0,0,6.974,39,0.8641,['드라마'],"['Soandbrad', 'Parts & Labor', 'Oscilloscope']","['KR', 'US']",2009.0,8.0
25747,아름답다,아름답다,ko,2008-02-14,87,0,0,6.1,26,0.7107,"['드라마', '스릴러', '미스터리']","['Kim Ki Duk Film', 'Sponge']",['KR'],2008.0,2.0
25764,다세포 소녀,다세포 소녀,ko,2006-08-10,111,0,0,5.204,27,1.1113,"['로맨스', '코미디']","['Lotte Entertainment', 'Ahnsworld', 'Mirovision']",['KR'],2006.0,8.0
25912,사과,사과,ko,2008-10-16,118,0,0,6.545,11,0.7234,"['드라마', '로맨스']",[],['KR'],2008.0,10.0
25937,그해 여름,그해 여름,ko,2006-11-30,121,0,0,6.861,36,1.6723,"['드라마', '로맨스']","['KM Culture', 'Showbox', 'Seoul Broadcasting System', 'OCN']",['KR'],2006.0,11.0
25938,"달콤, 살벌한 연인","달콤, 살벌한 연인",ko,2006-04-06,110,0,0,5.8,24,1.2544,"['드라마', '코미디', '범죄', '로맨스']","['CJ Entertainment', 'Sidus', 'MBC']",['KR'],2006.0,4.0
26002,인사동 스캔들,인사동 스캔들,ko,2009-04-29,109,0,0,6.0,8,0.9889,"['범죄', '스릴러']","['SK Telecom', 'iVision Entertainment', 'Showbox', 'kth']",['KR'],2009.0,4.0
26134,잔혹한 출근,잔혹한 출근,ko,2006-11-02,108,0,0,5.6,5,1.0859,['범죄'],[],['KR'],2006.0,11.0
26138,형사,형사,ko,2005-09-08,111,0,0,6.4,56,1.2245,['액션'],"['프로덕션M', 'Michigan Venture Capital', 'Korea Pictures', 'Wellmade Entertainment']",['KR'],2005.0,9.0
26781,거북이 달린다,거북이 달린다,ko,2009-06-11,117,0,0,6.5,36,1.0754,"['스릴러', '코미디', '범죄', '드라마']","['Cine2000', 'Showbox', 'CJ Entertainment']",['KR'],2009.0,6.0
26859,검은 땅의 소녀와,검은 땅의 소녀와,ko,2007-01-09,90,0,0,6.5,11,0.7637,['드라마'],['Dongnyuk Film'],"['KR', 'FR']",2007.0,1.0
27428,스승의 은혜,스승의 은혜,ko,2006-08-03,93,0,0,6.7,119,1.166,"['미스터리', '공포', '스릴러']","['Fineworks', 'Show East', 'Ozone Film']",['KR'],2006.0,8.0
27516,극락도 살인사건,극락도 살인사건,ko,2007-04-12,110,0,14249906,6.6,35,1.7933,"['스릴러', '미스터리']","['Myung Films', 'DCG Plus', 'MK Pictures', 'KD Media', 'OCN', 'Pancinema', 'DOO ENTERTAINMENT COMPANY']",['KR'],2007.0,4.0
29976,못말리는 결혼,못말리는 결혼,ko,2007-05-10,115,0,0,6.1,8,1.6377,['코미디'],[],['KR'],2007.0,5.0
30018,마더,마더,ko,2009-05-28,128,5000000,17112713,7.71,1578,3.2601,"['범죄', '드라마', '미스터리']","['Barunson E&A', 'CJ Entertainment']",['KR'],2009.0,5.0
30043,녹색의자,녹색 의자,ko,2005-06-10,98,0,2000000,6.2,32,5.2142,"['로맨스', '드라마']",['Park Cheol-su Films'],['KR'],2005.0,6.0
30841,"두뇌유희프로젝트, 퍼즐","두뇌유희프로젝트, 퍼즐",ko,2006-09-14,91,0,0,5.2,8,0.6925,"['액션', '스릴러', '범죄']",['Noon Entertainment'],['KR'],2006.0,9.0
30843,서양골동양과자점 앤티크,서양골동양과자점 앤티크,ko,2008-11-13,109,0,0,6.3,62,1.084,"['코미디', '드라마', '로맨스']","['Zip Cinema', 'Opus Pictures', 'Soo Film', 'Sponge', 'Finecut', 'Michigan Venture Capital', 'Showbox', 'United Pictures']",['KR'],2008.0,11.0
31184,1724 기방난동사건,1724 기방난동사건,ko,2008-12-03,103,0,0,5.25,8,0.9439,"['액션', '모험', '코미디']","['Sidus', ""Actor's Ville"", 'Golden Network Asia']","['HK', 'KR']",2008.0,12.0
31714,그림자 살인,그림자 살인,ko,2009-02-16,111,0,10000000,6.3,46,1.0225,"['미스터리', '범죄', '스릴러']","['CJ Entertainment', 'Stone Comics Entertainment']",['KR'],2009.0,2.0
31850,똥파리,똥파리,ko,2009-04-16,130,0,0,7.206,124,1.3402,"['범죄', '드라마']","['Studio Nurimbo', 'Jinjin Pictures']",['KR'],2009.0,4.0
32149,원스 어폰 어 타임,원스 어폰 어 타임,ko,2008-01-31,110,0,0,6.0,31,0.613,"['모험', '액션', '코미디']","['IM Pictures', 'Mirovision']",['KR'],2008.0,1.0
32152,아파트,아파트,ko,2006-07-06,90,0,0,5.8,55,0.6966,"['공포', '스릴러']","['Toilet Pictures', 'IM Pictures', 'Mirovision', 'Showbox']",['KR'],2006.0,7.0
32157,한반도,한반도,ko,2006-07-13,147,0,0,6.3,29,0.9677,"['미스터리', '스릴러', '역사']","['Cinema Service', 'CJ Entertainment']",['KR'],2006.0,7.0
32158,중천,중천,ko,2006-12-20,102,0,0,5.871,62,1.5121,['판타지'],['Nabu Films'],['KR'],2006.0,12.0
32159,사생결단,사생결단,ko,2006-04-27,116,0,0,6.25,46,2.183,"['액션', '범죄', '스릴러']","['Myung Films', 'MK Pictures', 'Pancinema', 'KD Media']",['KR'],2006.0,4.0
32160,야수,야수,ko,2006-01-13,124,0,0,6.2,39,1.6948,"['액션', '범죄', '스릴러']","['Popcorn Film', 'Showbox']",['KR'],2006.0,1.0
32161,첼로: 홍미주 일가 살인사건,첼로: 홍미주 일가 살인사건,ko,2005-08-18,94,0,0,6.1,71,2.8561,"['공포', '미스터리']",['Tube Entertainment'],['KR'],2005.0,8.0
32163,미스터 소크라테스,미스터 소크라테스,ko,2005-11-11,109,0,0,6.2,35,1.3009,"['액션', '범죄']","['Lotte Entertainment', 'Ozone Film']",['KR'],2005.0,11.0
32168,태풍,태풍,ko,2005-12-14,124,0,0,6.0,45,0.7241,"['액션', '스릴러']",['Zininsa Film Production'],['KR'],2005.0,12.0
32170,여고괴담 4: 목소리,여고괴담 4: 목소리,ko,2005-07-15,104,0,2041000,6.7,87,0.7744,"['공포', '미스터리']","['CJ Entertainment', 'Cinema Service', 'Cine2000']",['KR'],2005.0,7.0
32213,공공의 적 2,공공의 적 2,ko,2005-01-27,148,0,0,7.2,37,0.9793,"['액션', '범죄']","['Cinema Service', 'CJ Entertainment']",['KR'],2005.0,1.0
32272,고死: 피의 중간고사,고사: 피의 중간고사,ko,2008-08-06,85,0,0,6.169,175,1.3587,"['공포', '스릴러']","['Mirovision', 'SK Telecom']",['KR'],2008.0,8.0
33196,해운대,해운대,ko,2009-07-22,129,16000000,71641901,6.9,474,2.7069,"['액션', '드라마', '스릴러']","['Polygon Entertainment', 'CJ Entertainment', 'JK Film']",['KR'],2009.0,7.0
33199,후회하지 않아,후회하지 않아,ko,2006-11-16,113,0,0,5.868,34,1.144,"['드라마', '로맨스']","['Generation Blue Films', 'DCG Plus', 'Fortissimo Films', 'CJ Entertainment']","['NL', 'KR']",2006.0,11.0
33251,집으로...,집으로...,ko,2002-04-05,87,2000000,0,7.964,223,1.1453,"['드라마', '가족']","['CJ Entertainment', 'Tube Pictures', 'Tube Entertainment']",['KR'],2002.0,4.0
33794,아랑,아랑,ko,2006-06-28,97,0,0,5.732,41,1.3362,['공포'],"['Lotte Entertainment', 'The Dream & Pictures']",['KR'],2006.0,6.0
35010,슈퍼맨이었던 사나이,슈퍼맨이었던 사나이,ko,2008-01-31,102,4250000,3848034,7.4,64,1.0979,"['코미디', '드라마', '로맨스']",['CJ Entertainment'],['KR'],2008.0,1.0
35821,낮술,낮술,ko,2009-02-05,116,0,0,6.9,17,2.0943,"['드라마', '코미디']","['StONEwork', 'Korean Film Council', 'Jinjin Pictures', 'Finecut']",['KR'],2009.0,2.0
35836,어느날 갑자기 네번째 이야기: 죽음의 숲,어느날 갑자기 네번째 이야기: 죽음의 숲,ko,2006-08-17,99,0,0,4.0,7,1.5875,['공포'],['CJ Entertainment'],['KR'],2006.0,8.0
36164,기다리다 미쳐,기다리다 미쳐,ko,2008-01-01,108,0,0,5.5,6,1.0879,"['코미디', '로맨스']","['iFilm', 'Blue Bus Pictures', 'Cinema Service', 'CJ Entertainment']",['KR'],2008.0,1.0
36170,허밍,허밍,ko,2008-03-13,96,0,0,5.8,9,1.4524,"['로맨스', '드라마']","['The Dream & Pictures', 'Lotte Entertainment']",['KR'],2008.0,3.0
36329,파주,파주,ko,2009-10-28,111,0,0,6.0,20,0.6056,"['드라마', '로맨스']","['M-Line Distribution', 'Myung Films', 'TPS Company', 'MK Pictures']",['KR'],2009.0,10.0
36681,시크릿,시크릿,ko,2009-12-03,110,0,0,6.4,34,1.0981,"['스릴러', '범죄']","['JK Film', 'CJ Entertainment']",['KR'],2009.0,12.0
37502,천군,천군,ko,2005-06-14,106,8000000,0,6.0,30,1.6176,"['SF', '액션', '코미디']","['Sidus', 'Showbox']",['KR'],2005.0,6.0
37837,"열세살, 수아","열세살, 수아",ko,2007-07-26,95,0,0,6.2,6,1.609,"['가족', '드라마']",['Soo Film'],['KR'],2007.0,7.0
37838,경계,경계,mn,2007-11-08,123,0,0,4.2,6,0.4406,['드라마'],"['G21M', 'Arizona Films', 'CNC', 'Korean Film Council']","['FR', 'MN', 'KR']",2007.0,11.0
37840,사랑따윈 필요없어,사랑따윈 필요없어,ko,2006-11-09,119,0,0,6.6,22,0.4353,['드라마'],"['Sidus', 'Cineclick Asia', 'IM Pictures', 'CJ Entertainment']",['KR'],2006.0,11.0
37870,국가대표,국가대표,ko,2009-07-29,139,0,0,6.1,29,0.8734,"['코미디', '드라마']","['KM Culture', 'Showbox', 'Michigan Venture Capital', 'Boston Investments']",['KR'],2009.0,7.0
38000,가면,가면,ko,2007-12-27,99,0,0,6.5,24,1.3458,"['스릴러', '범죄', '미스터리']",['DRM Entertainment'],['KR'],2007.0,12.0
38011,6월의 일기,6월의 일기,ko,2005-12-01,105,0,0,6.3,39,1.7074,"['스릴러', '범죄', '드라마', '미스터리']",[],['KR'],2005.0,12.0
38015,타짜,타짜,ko,2006-09-28,139,0,39212715,6.9,88,1.8379,"['범죄', '코미디']","['CJ Entertainment', 'Sidus']",['KR'],2006.0,9.0
38054,오로라 공주,오로라 공주,ko,2005-10-27,106,0,0,6.0,48,1.879,"['범죄', '드라마', '미스터리']","['Cinema Service', 'East Film', 'CJ Entertainment']",['KR'],2005.0,10.0
38069,보트,보트,ja,2009-05-28,115,0,0,5.6,4,0.5933,['드라마'],['Sponge'],"['KR', 'JP']",2009.0,5.0
38963,바르게 살자,바르게 살자,ko,2007-08-18,102,0,14961069,7.3,80,1.7715,"['코미디', '액션', '범죄']","['Film It Suda', 'Barunson E&A', 'Sio Film']",['KR'],2007.0,8.0
38983,주유소 습격사건 2,주유소 습격사건 2,ko,2010-01-21,111,0,0,6.2,13,0.7896,"['액션', '코미디']",['Cinema Service'],['KR'],2010.0,1.0
39021,싸움의 기술,싸움의 기술,ko,2006-01-05,100,0,0,5.9,36,0.4384,"['액션', '코미디']","['CJ Entertainment', 'Corea Entertainment']",['KR'],2006.0,1.0
39139,플라이 대디,플라이 대디,ko,2006-08-03,112,0,0,5.6,11,0.8393,"['액션', '드라마']","['Cinema Service', 'CJ Entertainment', 'IM Pictures']",['KR'],2006.0,8.0
39439,라디오 스타,라디오 스타,ko,2006-09-27,115,0,0,7.0,14,0.8782,"['드라마', '코미디']","['Cineworld', 'Achim Pictures', 'Cinema Service']",['KR'],2006.0,9.0
39697,저수지에서 건진 치타,저수지에서 건진 치타,ko,2007-10-25,88,0,0,4.8,5,0.9098,"['드라마', '스릴러']","['Relay Film', 'Indiestory']",['KR'],2007.0,10.0
40049,펀치 레이디,펀치 레이디,ko,2007-10-25,121,0,0,5.6,9,0.9213,"['액션', '드라마']","['Prime Entertainment', 'Candle Media', 'Boston Investments']",['KR'],2007.0,10.0
40099,펜트하우스 코끼리,펜트하우스 코끼리,ko,2009-11-05,145,0,0,5.1,19,2.7565,"['로맨스', '드라마']",['M-Line Distribution'],['KR'],2009.0,11.0
40100,브라보 마이 라이프,브라보 마이 라이프,ko,2007-09-06,120,0,0,0.0,0,0.3628,['드라마'],['Showbox'],['KR'],2007.0,9.0
40114,뚝방전설,뚝방전설,ko,2006-09-07,94,0,0,5.2,11,0.8973,"['액션', '범죄']",['Sidus'],['KR'],2006.0,9.0
40122,폭력써클,폭력써클,ko,2006-10-19,100,0,0,6.6,47,1.6957,"['액션', '범죄']","['Taewon Entertainment', 'Showbox']",['KR'],2006.0,10.0
40167,하모니,하모니,ko,2010-01-28,115,0,0,7.714,35,1.5863,"['드라마', '음악']","['CJ Entertainment', 'JK Film']",['KR'],2010.0,1.0
40171,전우치,전우치,ko,2009-12-23,136,12000000,0,6.8,135,1.6614,"['모험', '액션', '코미디', '판타지']","['CJ Entertainment', 'Zip Cinema', 'Daemyung Culture Factory', 'United Pictures']",['KR'],2009.0,12.0
40211,백만장자의 첫사랑,백만장자의 첫사랑,ko,2006-02-09,116,0,0,7.3,85,2.0786,"['드라마', '로맨스']",['SCS Entertainment'],['KR'],2006.0,2.0
40228,1번가의 기적,1번가의 기적,ko,2007-02-15,113,0,0,6.676,17,0.8398,"['코미디', '로맨스']","['CJ Entertainment', 'Doosaboo Film']",['KR'],2007.0,2.0
40452,주먹이 운다,주먹이 운다,ko,2005-03-31,121,0,0,7.3,72,1.1063,"['드라마', '액션']","['Sio Film', 'Show East', 'Filmmaker R&K']",['KR'],2005.0,3.0
40580,순정만화,순정만화,ko,2008-11-27,113,0,0,6.8,51,1.5706,"['코미디', '드라마']","['Chungeorahm Film', 'CJ Entertainment', ""Let's Films""]",['KR'],2008.0,11.0
40735,웨스트 32번가,웨스트 32번가,ko,2007-05-02,86,2500000,0,5.188,8,1.2223,"['스릴러', '범죄']",[],"['US', 'KR']",2007.0,5.0
40949,페어러브,페어러브,ko,2010-01-14,117,0,0,5.813,8,0.6104,"['드라마', '코미디']",['Luz y Sonidos'],['KR'],2010.0,1.0
41178,여기보다 어딘가에,여기보다 어딘가에,ko,2008-08-21,106,0,0,6.2,3,0.4042,"['드라마', '로맨스', '음악']",['KM Culture'],['KR'],2008.0,8.0
41186,지금 사랑하는 사람과 살고 있습니까?,지금 사랑하는 사람과 살고 있습니까?,ko,2007-08-15,116,0,0,5.2,10,1.8723,"['드라마', '로맨스']","['Cine2000', 'Cinema Service', 'CJ Entertainment', 'October Pictures']","['HK', 'KR']",2007.0,8.0
41245,박하사탕,박하사탕,ko,2000-01-01,135,0,0,7.513,261,1.6887,['드라마'],"['East Film', 'Dream Venture Capital', 'NHK', 'UniKorea Pictures']","['JP', 'KR']",2000.0,1.0
41338,그때 그사람들,그때 그사람들,ko,2005-02-03,102,0,0,6.565,46,1.2775,"['코미디', '드라마', '역사', '스릴러']","['Myung Films', 'CJ Entertainment', 'MK Pictures']",['KR'],2005.0,2.0
41340,깃,깃,ko,2005-01-14,73,0,0,6.889,9,0.4361,['드라마'],['Seoul Broadcasting System'],['KR'],2005.0,1.0
41401,신데렐라,신데렐라,ko,2006-08-17,94,0,0,6.206,51,0.9894,"['공포', '스릴러', '미스터리']","['Mini Film Productions', 'K&Entertainment', 'Showbox']",['KR'],2006.0,8.0
41441,불꽃처럼 나비처럼,불꽃처럼 나비처럼,ko,2009-09-24,124,0,0,6.1,52,1.2554,"['드라마', '액션', '역사', '로맨스']","['Sidus', 'Michigan Venture Capital', 'CJ Entertainment', 'Boston Investments', 'Showbox']",['KR'],2009.0,9.0
